,glcm_mean,glcm_variance,glcm_autoCorrelation,glcm_cProminence,glcm_cShade,glcm_cTendency,glcm_contrast,glcm_correlation,glcm_differenceEntropy,glcm_dissimilarity,glcm_energy,glcm_entropy,glcm_homogeneity1,glcm_homogeneity2,glcm_IDMN,glcm_IDN,glcm_inverseVariance,glcm_maxProb,glcm_sumAverage,glcm_sumEntropy,glcm_sumVariance
image 479,0.037508338,1.993535542,0.379785115,1.083112559,-0.510198263,2.012013054,-0.515873402,0.727256433,-0.131535653,-0.39988071,-0.3502071,0.358596553,0.13646301,0.159119187,0.546494309,0.396209733,0.48531177,-0.321783211,0.27149309,0.772427334,0.461832199
image 480,0.659312928,-0.174955579,0.667477367,-0.305997788,-0.019991936,-0.189963697,0.418589017,-0.217367723,0.965208724,0.850556948,-0.430931725,0.812233485,-0.981133657,-0.989330013,-0.430535247,-0.865305642,0.526050316,-0.542457714,0.900348226,0.540706061,0.778697448
image 481,-0.085274942,-0.233201182,-0.233358715,-0.344953762,0.236021673,-0.353824221,3.363934844,-2.783461151,1.825578536,2.183433619,-0.354095033,1.062743667,-0.958043183,-0.964837084,-3.094821535,-1.905513514,-0.673713598,-0.132210483,0.158345217,0.492686143,-0.128888641
image 482,-1.151674538,-0.168055665,-1.050496737,-0.120047416,0.629606903,-0.169862573,0.050439196,0.083526531,0.097733204,-0.123845162,-0.293357651,0.082355821,0.340471304,0.366586228,-0.02566646,0.184758102,-0.154145864,-0.311415952,-0.874683247,0.40463979,-0.952518939
image 483,0.053196825,-0.294292097,-0.052498027,-0.321520051,0.069218524,-0.287055684,-0.201718888,0.213391257,0.31748115,0.075157211,-0.42640079,0.654719007,-0.387629331,-0.35141986,0.216831433,-0.091158548,0.962423086,-0.606142302,0.30106045,0.67963292,0.022853034
image 484,1.965632108,-0.608751668,2.530905439,0.242432194,-0.371516944,-0.653396514,1.245208081,-2.052439738,-0.781051453,-0.279938703,3.064011375,-2.215615959,1.340830006,1.281287714,-0.912717473,0.536416893,-2.358653509,3.222338173,2.176866264,-2.233112564,3.063202255
image 485,0.721935038,-0.37435377,0.721651591,-0.353632451,0.062896917,-0.356747351,-0.490888301,0.443255844,-0.141703941,-0.394812738,-0.373185042,0.269516108,0.136932783,0.174879537,0.521551591,0.394921532,0.652099183,-0.407683353,0.960257636,0.536474099,0.825262739
image 486,-1.701145098,0.881715034,-1.136111077,0.547592126,1.217882465,0.894899052,-0.367926261,0.617818725,-0.548538094,-0.678957043,1.222216741,-1.205958671,0.998210092,0.971507971,0.40409271,0.74673975,-1.23639677,1.927911893,-1.414233765,-0.992058868,-0.97593187
image 487,0.958580694,-0.581744259,0.999338429,-0.261363309,-0.100946013,-0.558179246,-0.6569975,0.5400981,-0.660263875,-0.829982612,0.747140796,-0.980124323,0.86566204,0.86055869,0.698555818,0.865620324,-0.578514768,1.43620763,1.189178723,-0.68016731,1.229452033
image 488,0.298521686,-0.508345607,0.18244661,-0.421220251,0.14477897,-0.484242752,-0.672018013,0.585949374,-0.63101629,-0.762409651,-0.294320151,-0.098410405,0.619318359,0.657408701,0.714230478,0.783843784,0.267781587,-0.364733282,0.542742414,0.36745904,0.283141902
image 489,1.638656805,-0.596514624,2.007227658,-0.111368597,-0.174553397,-0.588159093,-0.23283982,-0.030837881,-0.334384381,-0.50664599,0.14825417,-0.755287936,0.843255432,0.818657794,0.262078789,0.574190792,-1.154254346,0.412811109,1.760061175,-0.481052519,2.171311678
image 490,0.177430301,-0.550950926,0.024683862,-0.425930123,0.145687049,-0.561809898,0.302989973,-0.640448646,0.894631909,0.856300649,-0.441313056,0.819344371,-1.119666963,-1.140435106,-0.315581747,-0.893425715,0.608926914,-0.649092373,0.428410985,0.479057714,0.123403978
image 491,-0.536747394,-0.710054445,-0.696507501,-0.487439262,0.25292955,-0.704293976,-0.160437022,-0.330363646,0.298019201,0.087658209,-0.378990906,0.337482734,-0.420573884,-0.382596475,0.183828072,-0.099853927,1.04926706,-0.413607501,-0.271027076,0.30395567,-0.600585815
image 492,0.886334555,0.631021032,1.123601162,0.220709338,-0.467849307,0.621415226,0.267696677,0.299372022,0.463011252,0.128201986,-0.208713755,0.209355021,0.02118027,-0.003283629,-0.200361839,-0.07342355,-0.4281228,0.1077175,0.69092352,0.064315395,0.863187568
image 493,-1.318117514,-0.584800959,-1.244541593,-0.462247735,0.302006237,-0.618545318,0.941214503,-1.550122248,1.201814112,1.144161467,-0.429795104,0.793459771,-1.036363047,-1.049861284,-0.919171584,-1.1130245,0.27496717,-0.536533566,-1.036270805,0.350289963,-1.140767392
image 494,0.208232424,0.898587598,0.356068542,0.368938094,-0.147832148,0.928133358,-0.824218145,0.802251823,-1.650807795,-1.298356361,-0.294995043,-0.264021981,1.620431086,1.592206366,0.878507345,1.373923872,-1.583123812,-0.300940768,0.311622879,0.553896263,0.314414545
image 495,-2.370234874,-0.646039775,-1.643440983,0.024729511,0.823686285,-0.617584334,-0.793360194,0.706188299,-1.502121375,-1.238123302,0.889250047,-1.688224225,1.551258152,1.52250495,0.845373576,1.310571615,-1.546689722,1.01115003,-2.068094194,-1.238190002,-1.505921116
image 496,-0.404076412,-0.549158628,-0.547882986,-0.431211502,0.218808308,-0.539569714,-0.267249556,0.070238893,0.080968889,-0.19817542,-0.365629243,0.298401708,0.028743361,0.064852172,0.294236986,0.210103417,0.592266296,-0.438785129,-0.141094239,0.453482149,-0.459000098
image 497,-0.27692057,-0.107116205,-0.348351907,-0.276013828,0.162159328,-0.105792408,-0.036885942,0.189270041,0.403107038,0.18259822,-0.428966199,0.712906478,-0.419306201,-0.375948122,0.051928625,-0.184651802,0.982583238,-0.61206645,-0.016562717,0.762993639,-0.272144736
image 498,-0.355692593,0.674612514,-0.263424199,0.191328099,0.144596124,0.691704523,-0.476849521,0.644473754,-0.191420055,-0.369135013,-0.413003784,0.528898329,0.0335193,0.087628418,0.511996497,0.366444673,1.004593882,-0.484697274,-0.102230591,0.881284259,-0.196061952
image 499,0.892596766,1.42967797,0.71849609,2.354385429,-2.501384738,1.446151281,-0.459816456,0.68923509,-0.313936863,-0.549216956,-0.070668445,-0.547438333,0.538752553,0.568882542,0.397386264,0.474638503,0.037293619,0.076615725,0.224538229,-0.82651002,0.768166344
image 500,0.347059314,-0.799974626,0.18338902,-0.441303582,0.270952402,-0.771554533,-0.792329374,0.663683206,-1.481543669,-1.224270844,0.207579494,-1.080488315,1.494496368,1.479915901,0.844647924,1.294468697,-1.299970766,0.2721126,0.593118825,-0.461774648,0.355127105
image 501,0.296851763,-0.236439858,0.201815944,-0.351083731,0.128864628,-0.293525976,1.592054299,-1.282657624,1.517232893,1.566154613,-0.442643591,1.023900346,-1.110269637,-1.142723615,-1.520902744,-1.485633197,-0.298687481,-0.526166308,0.545367754,0.593198483,0.306083115
image 502,-0.540636556,-0.061545769,-0.568130443,-0.163927317,0.626968838,-0.041131638,-0.569279669,0.600756638,-0.247921354,-0.437721569,-0.311809371,0.06293616,0.090131367,0.128801705,0.603057538,0.428930249,0.803911737,-0.311415952,-0.276256238,0.322878405,-0.468957123
image 503,0.19083363,-0.097042955,0.062559451,-0.259049266,-0.022065178,-0.275439751,4.975056634,-3.56171669,2.475456665,3.936276248,-0.483003311,1.657375576,-2.196309795,-2.227240873,-4.775353253,-3.616782743,-0.918636511,-0.739435626,0.441537688,0.670373253,0.182400422
image 504,2.537764015,-0.738685004,2.522610088,-0.526243067,0.163957732,-0.70814476,-0.851472878,0.784034585,-2.160856942,-1.455549871,1.761093671,-2.433131867,1.978695142,1.911303717,0.902890442,1.537370826,-2.466755481,1.478622658,-2.600873434,-3.719093295,-1.478263113
image 505,0.072620665,-0.414768504,-0.05883365,-0.357277712,0.136801721,-0.416630911,0.052059055,-0.138812991,0.680822423,0.546140755,-0.436092702,0.790833113,-0.882974812,-0.889189659,-0.053856391,-0.584301348,0.748993465,-0.610585413,0.325764474,0.597404297,0.028845295
image 506,-1.080453967,-0.958718998,-1.146757196,-0.522330254,0.31823079,-0.931416264,-0.761122689,0.479550118,-1.281072857,-1.153551262,0.388982368,-1.170679577,1.435145983,1.39714786,0.802730043,1.205054267,-1.550920088,0.535451673,-0.804308771,-0.720632884,-1.010396301
image 507,-1.150729713,0.437515479,-0.925054965,0.07709416,0.802953805,0.454231538,-0.466295893,0.61398585,-0.050511622,-0.318117427,-0.261013185,0.055793382,0.03271998,0.061378115,0.494226324,0.311432241,0.633290679,-0.08037419,-0.873757922,0.315682229,-0.818471014
image 508,-0.552963224,-0.311893223,-0.626263063,-0.318843113,0.29069071,-0.289063272,-0.636577457,0.603197202,-0.449261988,-0.542797525,-0.391164584,0.268469697,0.166895332,0.218027046,0.675117743,0.536577432,0.95048394,-0.567635342,-0.295429832,0.650399678,-0.557929747
image 509,1.355099498,0.276247209,0.893175716,0.665806008,-0.980055969,0.226712128,1.381325342,-0.452162007,0.431716968,0.381262728,-0.120176272,-0.280416048,0.183095364,0.19070816,-1.432497412,-0.359233865,-0.426584522,0.097350242,0.647196537,-0.824331362,1.007189345
image 510,-0.321876653,-0.508020469,-0.460825622,-0.423251747,0.223399566,-0.48754005,-0.570997702,0.467857323,-0.349708517,-0.590774328,-0.245519178,-0.024256911,0.438333179,0.458680622,0.586950089,0.572689891,0.171963188,-0.135172557,-0.062011235,0.341696195,-0.366465004
image 511,0.1569298,-0.400159592,0.044462166,-0.297078012,-0.094492025,-0.377541696,-0.630637973,0.574148099,-0.460431749,-0.68436288,0.151081115,-0.44539906,0.578170513,0.583329803,0.652230157,0.672404357,-0.13394271,0.771222047,0.406956358,-0.105919953,0.184581895
image 512,0.684669389,-0.209133124,0.699509739,-0.246402906,-0.075339342,-0.207802978,-0.037033202,0.126799429,0.589386939,0.374167567,-0.431273842,0.738601063,-0.674888963,-0.667997928,0.039328619,-0.402968429,0.744658942,-0.572078453,0.925181365,0.625807811,0.800080588
image 513,-0.871654831,0.450434506,-0.731944312,0.323885873,0.91729648,0.466810716,-0.456822171,0.610774044,-0.12608873,-0.371162202,-0.372167172,0.198576382,0.121260975,0.162950002,0.487437752,0.373870586,0.697972998,-0.579483637,-0.630268346,0.449623323,-0.662987452
image 514,0.069164179,-0.399560561,-0.050745251,-0.398205248,0.333489326,-0.37874768,-0.580300914,0.523024403,-0.796798964,-0.880472534,-0.229444937,-0.191894846,1.035905694,1.03439882,0.630419616,0.936871296,-0.759987405,-0.191063931,0.292342539,0.317342505,0.024600723
image 515,0.258157891,1.361041591,0.50031377,0.488473868,-0.356158274,1.386612185,-0.713496226,0.76930363,-0.754063935,-0.839780692,-0.316824501,0.006940894,0.719868755,0.749348834,0.758477696,0.864984715,0.094635846,-0.348441876,0.462023952,0.617488576,0.562568959
image 516,-1.01014857,1.63057953,-0.6275611,0.848643024,0.862510377,1.577946425,1.46732514,0.1232447,0.934359624,0.867112323,-0.300335715,0.456720491,-0.494586686,-0.462987767,-1.267449616,-0.726822126,0.388659135,-0.101108708,-0.734657911,0.39606584,-0.495951621
image 517,0.284348739,-0.58332063,0.150164068,-0.471674427,0.261925194,-0.563192675,-0.561146354,0.414423876,-0.725241151,-0.840931552,-0.106905745,-0.403543831,1.096136041,1.059267461,0.601191556,0.897288409,-1.338063495,-0.00134721,0.529915244,0.031256034,0.279526773
image 518,0.062381401,1.208627395,-1.143999146,0.319068445,-1.217162018,1.214584243,-0.166474679,0.574588645,-0.70072608,-0.644494832,0.090403109,-1.024052205,0.852829604,0.888084376,-0.586316628,0.252983903,-0.226553224,0.316543708,-0.800850924,-1.436964005,-0.789571697
image 519,-0.387487046,-0.315905385,-0.489565713,-0.33298774,0.083455525,-0.311263237,-0.129365177,0.132095859,0.466131002,0.314365496,-0.438765553,0.733439027,-0.725327476,-0.710674795,0.136504997,-0.352508662,1.007086126,-0.640206152,-0.124847254,0.657433609,-0.409910195
image 520,-0.480453413,-0.582441633,-0.659209122,-0.493342137,0.204035735,-0.6679368,2.384410887,-3.42115175,1.90084916,2.529745048,-0.469428885,1.193562663,-1.812560385,-1.864149778,-2.817803543,-2.674257272,-0.482432669,-0.715739035,-0.21998357,0.356534389,-0.551000149
image 521,2.593083674,7.679422357,-0.622571387,8.259517164,-9.063918831,7.670830414,0.237361132,0.715339524,-2.225991885,-0.811737913,5.801412794,-3.364820126,1.802546142,1.731401419,-2.577503792,0.513544244,-2.83056347,4.626361187,-2.814422559,-3.991900726,-1.681223268
image 522,-0.837509301,2.995646746,-0.209564568,1.77905381,0.750910124,3.01897358,-0.651401623,0.77711398,-0.662199945,-0.817819479,1.047773627,-1.038710892,0.913616062,0.86833138,0.691741731,0.853203986,-1.133207141,1.847935898,-0.61671126,-0.656126465,-0.069720619
image 523,-0.001075671,1.048343151,0.146661011,0.368472023,-0.240351005,1.043205563,0.142967518,0.441384103,0.755385839,0.700882837,-0.455441891,1.030852078,-1.031233297,-1.040847272,-0.15351255,-0.744179537,0.763822549,-0.619471635,0.245067531,0.963190453,0.217210905
image 524,1.640194892,-0.777387918,1.684183397,-0.37095298,0.030551488,-0.751942751,-0.709372948,0.517898205,-1.023113631,-1.018173311,0.246169723,-1.029841827,1.144838595,1.142420589,0.74860852,1.052976243,-0.793954723,0.399481776,1.724468444,-0.70168,2.113466508
image 525,0.15602892,-0.015369793,0.049449144,-0.264761361,0.165903818,-0.169843203,4.307870985,-2.802748026,1.998708304,2.73077461,-0.469027863,1.431974437,-1.447293659,-1.433276697,-3.89338591,-2.388328348,-0.046312201,-0.668345853,0.394668904,0.734572498,0.147694186
image 526,-0.194039659,1.261144613,0.00493565,0.514031508,0.041493032,1.283678199,-0.62877268,0.738168802,-0.430208973,-0.63030451,-0.384486697,0.335871084,0.432777936,0.457741891,0.667093899,0.63997259,0.282181294,-0.502469717,0.036202324,0.818164775,0.06351624
image 527,2.592336603,6.746946466,-0.460158139,6.557168772,-7.639983548,6.73039777,0.459527277,0.679036512,-2.183187021,-0.732001818,5.801287209,-3.35870801,1.793586709,1.725120051,-2.740152676,0.482314798,-2.833540443,4.626361187,-2.811582026,-3.983451609,-1.679633548
image 528,-0.300848808,-0.565116992,-0.452688615,-0.436633996,0.191412988,-0.545607587,-0.543901875,0.403529057,-0.235019985,-0.520498447,-0.30291102,0.035357206,0.369595047,0.378578904,0.577226824,0.530190866,0.068643655,-0.262541733,-0.041417375,0.349167749,-0.359280409
image 529,-0.098876025,0.543397692,-0.067635405,0.061405337,0.497539244,0.496227238,1.315303807,-0.229618542,1.307744308,1.290456929,-0.457546903,1.113098643,-1.023289723,-1.042160654,-1.251582235,-1.220395101,0.083445309,-0.603180228,0.105257388,0.743723196,-0.024161777
image 530,-0.562543308,0.381907597,-0.505596261,-0.025406114,0.647853661,0.389177402,-0.202847881,0.467682995,0.443572722,0.247130399,-0.397569153,0.607030914,-0.629251289,-0.638911417,0.210309393,-0.288187296,0.632916305,-0.338074617,-0.296290599,0.612255234,-0.41451571
image 531,-1.59508302,0.472355429,-1.163339756,0.247727333,1.022744092,0.494659665,-0.622145984,0.696201431,-0.540667862,-0.756328084,0.124426118,-0.469446341,0.769415185,0.760530764,0.661631449,0.787370296,-0.543008041,0.670511535,-1.311780927,-0.055385667,-1.042386609
image 532,0.539534344,-0.530476718,-0.007434351,-0.465384562,0.090340163,-0.542866553,0.345675836,-0.649800996,0.638063396,0.317162039,-0.286710057,0.192854963,-0.180616921,-0.179622476,-0.477370925,-0.386307551,-0.045624643,-0.231118769,0.7556133,0.026689489,0.525700379
image 533,-0.100282276,0.788274784,-0.008777854,0.074264288,0.214509904,0.773781094,0.403961197,0.282323247,0.81073198,0.587022397,-0.438698167,0.91963458,-0.625612989,-0.611471795,-0.391485786,-0.568816643,0.535155442,-0.632800967,0.155009743,0.855581958,0.074653141
image 534,-1.007094369,-0.133479483,-0.93806132,-0.282876282,0.379045643,-0.108599044,-0.693812482,0.682786464,-0.787775801,-0.890122548,-0.236924068,-0.216724841,0.900766034,0.910704472,0.738104288,0.927498584,-0.390612271,-0.188489887,-0.733087011,0.384957535,-0.844588967
image 535,-1.166572008,0.917452997,-0.861024416,-0.010056802,0.300872221,0.884828193,0.909553618,0.113830414,0.686256741,0.438361881,0.18279012,-0.315469868,0.012826819,-0.011349756,-0.855009157,-0.380919801,-0.72305069,0.655701166,-0.887852988,-0.421854549,-0.704070072
image 536,-0.053370625,0.065404366,-0.097230368,-0.171977388,0.052511553,0.062544186,0.079743922,0.196326053,0.581361683,0.408291913,-0.454752002,0.930978244,-0.69810682,-0.687985491,-0.06465866,-0.423717073,0.827947694,-0.690561407,0.202373469,0.87887911,-0.025528866
image 537,0.133287207,-0.35877215,-0.028241565,-0.42900941,0.202468898,-0.477726991,3.317449793,-3.251731772,2.168290581,3.204123207,-0.477691303,1.465539857,-2.058667615,-2.114132829,-3.314474194,-3.045060438,-0.845713293,-0.715739035,0.380918145,0.561859468,0.080882105
image 538,-0.038788731,-0.507862239,-0.378129363,-0.43537009,0.096457035,-0.489633882,-0.508193487,0.394466832,-0.113333568,-0.362254581,-0.290143741,0.145128669,0.053002461,0.081088968,0.512852019,0.313666136,0.650126208,0.019278912,0.216127924,0.354368195,-0.104136086
image 539,-0.228712532,-0.321475382,-0.338626891,-0.39251807,0.145054234,-0.30533574,-0.449999127,0.426921308,-0.149878917,-0.466777943,-0.291713744,0.132582501,0.407645505,0.408902993,0.451629179,0.450512431,-0.151273044,-0.163312259,0.027831361,0.415532964,-0.246115883
image 540,1.002042635,-0.586570291,1.045635526,-0.386482376,0.081591865,-0.596149245,0.267303984,-0.673338134,0.798974667,0.657974006,-0.423831375,0.652737678,-0.883477854,-0.879532998,-0.264536566,-0.674434029,0.753744074,-0.623914745,1.228903138,0.375051826,1.172130221
image 541,0.618553625,-0.178186464,0.625531223,-0.152506171,-0.105525141,-0.167026088,-0.311182102,0.368228793,0.228272725,0.050155215,-0.425088162,0.605775446,-0.493779217,-0.470452367,0.329042444,-0.083574199,1.041035689,-0.515799049,0.859009872,0.679209467,0.716559728
image 542,-1.011840466,0.048457834,-0.906701903,-0.166261092,0.289586743,0.071435381,-0.640798908,0.667200656,-0.477606611,-0.543473254,-0.284669707,0.072412878,0.144647231,0.208224034,0.679669088,0.536401471,1.130830323,-0.018170639,-0.741995953,0.51021194,-0.820811996
image 543,-0.101051319,-0.102447019,-0.204157678,-0.312715937,0.182214932,-0.172445396,1.952104824,-1.306004827,1.770409956,2.310470787,-0.477686826,1.440293828,-1.783835205,-1.845554055,-1.98247193,-2.260572698,-0.447825738,-0.708333851,0.154256572,0.766495739,-0.11593439
image 544,-0.007557608,0.5915366,0.062402155,0.207400033,-0.377290967,0.615247722,-0.661415298,0.722762532,-0.562150086,-0.579286924,-0.406117376,0.342042299,0.170179185,0.240638739,0.701876596,0.573517982,1.21143802,-0.603180228,0.245820703,0.841082255,0.137848446
image 545,1.3055731,-0.893563558,1.437981814,-0.392957359,0.079178226,-0.867956998,-0.713839832,0.427080937,-1.313411709,-1.140818237,0.862649241,-1.550235347,1.489540618,1.452423799,0.761530861,1.214002725,-1.658132245,1.03040351,1.527589423,-1.162001999,1.742738576
image 546,0.165828731,2.201560262,0.561120428,1.283905025,-0.747326311,2.227892995,-0.734996175,0.787550107,-0.862046221,-0.853295284,-0.288167221,-0.024105784,0.667847056,0.722677869,0.781618163,0.875924954,0.493842516,-0.181084702,0.282123567,0.518324091,0.551132286
image 547,-0.609784549,-0.830437866,-0.778517704,-0.528667982,0.317547412,-0.817962842,-0.347653477,-0.277396169,0.184903821,-0.031270204,-0.331725692,0.06486921,-0.37538928,-0.35656137,0.331339222,-0.047300778,0.884562029,-0.354366023,-0.343955593,0.05984109,-0.672496121
image 548,-0.255958643,-0.510311552,-0.402963825,-0.493614333,0.345416432,-0.498932952,-0.317170672,0.168828703,-0.176661997,-0.45461481,0.146163767,-0.710469287,0.543135543,0.548501396,0.349530273,0.496898545,-0.345204627,0.550547544,0.003966586,-0.575417383,-0.240513383
