"","x"
"208",0.572549019607843
"209",0.580787450980392
"210",0.886274509803922
"211",0.988235294117647
"212",0.623529411764706
"213",0.811764705882353
"214",0.874509803921569
"215",0.705882352941177
"216",0.513686274509804
"217",0.843137254901961
"218",0.241882352941176
"219",0.261607843137255
"220",0.780392156862745
"221",0.52056862745098
"222",0.905882352941176
"223",0.708381176470588
"224",0.516549019607843
"225",0.55596862745098
"226",0.676502745098039
"227",0.553113725490196
"228",0.572549019607843
"229",0.796078431372549
"230",0.937254901960784
"231",0.401254901960784
"232",0.889235294117647
"233",0.635333333333333
"234",0.487146666666667
"235",0.384313725490196
"236",0.576509803921569
"237",0.601027450980392
"238",0.38721568627451
"239",0.493137254901961
"240",0.00784313725490196
"241",0.733686274509804
"242",0.874509803921569
"243",0.666666666666667
"244",0.491137254901961
"245",0.96805568627451
"246",0.351725490196078
"247",0.560452549019608
"248",0.909803921568628
"249",0.27021568627451
"250",0.858807058823529
"251",0.918607843137255
"252",0.678980392156863
"253",0.823529411764706
"254",0.870588235294118
"255",0.835294117647059
"256",0.64412862745098
"257",0.349098039215686
"258",0.964705882352941
"259",0.164705882352941
"260",0.454901960784314
"261",0.882352941176471
"262",0.440894117647059
"263",0.557705882352941
"264",0.490078431372549
"265",0.221899607843137
"266",0.788235294117647
"267",0.352941176470588
"268",0.594709019607843
"269",0.611764705882353
"270",0.803921568627451
"271",0.690585098039216
"272",0.512017254901961
"273",0.359858039215686
"274",0.172549019607843
"275",0.725490196078431
"276",0.184313725490196
"277",0.135333333333333
"278",0.725490196078431
"279",0.611347450980392
"280",0.725490196078431
"281",0.588039215686274
"282",0.168666666666667
"283",0.307803921568627
"284",0.952941176470588
"285",0.364825882352941
"286",0.72156862745098
"287",0.338254901960784
"288",0.630505882352941
"289",0.972549019607843
"290",0.227450980392157
"291",0.603764705882353
"292",0.839063529411765
"293",0.401062745098039
"294",0.749019607843137
"295",0.439054901960784
"296",0.0557678431372549
"297",0.595137254901961
"298",0.361101960784314
"299",0.301
"300",0.275862745098039
"301",0.657741176470588
"302",0.258823529411765
"303",0.780392156862745
"304",0.563916862745098
"305",0.147418039215686
"306",0.533333333333333
"307",0.463972549019608
"308",0.210039215686275
"309",0.933333333333333
"310",0.472549019607843
"311",0.745098039215686
"312",0.562072156862745
"313",0.984313725490196
"314",0.438312941176471
"315",0.458576470588235
"316",0.828227450980392
"317",0.996078431372549
"318",0.437903529411765
"319",0.71764705882353
"320",0.611529411764706
"321",0.800666666666667
"322",0.790073725490196
"323",0.949019607843137
"324",0.501921568627451
"325",0.857862745098039
"326",0.578470588235294
"327",0.537254901960784
"328",0.844928627450981
"329",0.347074509803922
"330",0.427450980392157
"331",0.792156862745098
"332",0.445647058823529
"333",0.623529411764706
"334",0.468177254901961
"335",0.845388235294118
"336",0.401232941176471
"337",0.689176470588235
"338",0.886313725490196
"339",0.215027450980392
"340",0.729411764705882
"341",0.274876862745098
"342",0.595536470588235
"343",0.427450980392157
"344",0.167156862745098
"345",0.643294117647059
"346",0.631114509803922
"347",0.580392156862745
"348",0.215686274509804
"349",0.862745098039216
"350",0.704313725490196
"351",0.776509803921569
"352",0.172549019607843
"353",0.870588235294118
"354",0.699516862745098
"355",0.752941176470588
"356",0.337249411764706
"357",0.764666666666667
"358",0.968627450980392
"359",0.937254901960784
"360",0.52156862745098
"361",0.866021960784314
"362",0.221607843137255
"363",0.835294117647059
"364",0.707764705882353
"365",0.261109803921569
"366",0.984313725490196
"367",0.412506666666667
"368",0.316635294117647
"369",0.963254901960784
"370",0.933333333333333
"371",0.869686274509804
"372",0.275501960784314
"373",0.0570392156862745
"374",0.87843137254902
"375",0.668470588235294
"376",0.53878431372549
"377",0.389098039215686
"378",0.531882352941176
"379",0
"380",0.823529411764706
"381",0.894117647058824
"382",0.81056862745098
"383",0.669062745098039
"384",0.0506305882352941
"385",0.760156862745098
"386",0.656141176470588
"387",0.570392156862745
"388",0.315612549019608
"389",0.409411764705882
"390",0.504313725490196
"391",0.737254901960784
"392",0.379725490196078
"393",0.737254901960784
"394",0.20303137254902
"395",0.882352941176471
"396",0.964705882352941
"397",0.854901960784314
"398",0.968627450980392
"399",0.332364705882353
"400",0.475654901960784
"401",0.0823529411764706
"402",0.952941176470588
"403",0.48383137254902
"404",0.471803921568627
"405",0.988235294117647
"406",0.772549019607843
"407",0.341886274509804
"408",0.663921568627451
"409",0.910781960784314
"410",0.269807843137255
"411",0.674705882352941
"412",0.737254901960784
"413",0.538196078431373
"414",0.806196078431373
"415",0.223623529411765
"416",0.653941176470588
"417",0.510336470588235
"418",0.172549019607843
"419",1
"420",0.259725490196078
"421",0.505882352941176
"422",0.222156862745098
"423",0.533529411764706
"424",0.336698039215686
"425",0.403498039215686
"426",0.5094
"427",0.83921568627451
"428",0.405336470588235
"429",0.917647058823529
"430",0.566980392156863
"431",0.954420392156863
"432",0.544945882352941
"433",0.689767843137255
"434",0.266527058823529
"435",0.445324705882353
"436",0.333294117647059
"437",0.554901960784314
"438",0.323490196078431
"439",0.749376470588235
"440",0.240196078431373
"441",0.614450980392157
"442",0.736470588235294
"443",0.470917647058824
"444",0.882352941176471
"445",0.450196078431373
"446",0.443176470588235
"447",0.737254901960784
"448",0.633418823529412
"449",0.639254901960784
"450",0.747721568627451
"451",0.905882352941176
"452",0.689019607843137
"453",0.606862745098039
"454",0.294882352941176
"455",0.992156862745098
"456",0.412647058823529
"457",0.445541176470588
"458",0.905882352941176
"459",0.392156862745098
"460",0.407956862745098
"461",0.544901960784314
"462",0.165254901960784
"463",0.313803921568627
"464",0.669450980392157
"465",0.897078431372549
"466",0.644046274509804
"467",0.240196078431373
"468",0.972549019607843
"469",0.705921568627451
"470",0.113725490196078
"471",0.32156862745098
"472",1
"473",0.827450980392157
"474",0.786274509803922
"475",0.0418549019607843
"476",0.901960784313725
"477",0.807843137254902
"478",0.784313725490196
"479",0.432666666666667
"480",0.242941176470588
"481",0.878901960784314
"482",0.744509803921569
"483",0.365210980392157
"484",0.992156862745098
"485",0.498039215686275
"486",0.917647058823529
"487",0.566443137254902
"488",0.480953725490196
"489",0.411843137254902
"490",0.964705882352941
"491",0.675435294117647
"492",0.322890980392157
"493",0.528141176470588
"494",0.471532941176471
"495",0.543262745098039
"496",0.22
"497",0.453337254901961
"498",0.729411764705882
"499",0.519450980392157
"500",0.858823529411765
"501",0.898039215686275
"502",0.838098039215686
"503",0
"504",0.665764705882353
"505",0.445882352941177
"506",0.742450980392157
"507",0.576541960784314
"508",0.576549019607843
"509",0.541411764705882
"510",0.707192156862745
"511",0.564599215686274
"512",0.905882352941176
"513",0.623137254901961
"514",0.274752941176471
"515",0.807803921568627
"516",0.696078431372549
"517",0.815686274509804
"518",0.870588235294118
"519",0.302039215686275
"520",0.16078431372549
"521",0.700283921568628
"522",0.433372549019608
"523",0.843137254901961
"524",0.643137254901961
"525",0.351830588235294
"526",0.415686274509804
"527",0.204481568627451
"528",0.2
"529",0.653411764705882
"530",0.747165490196078
"531",0.310469019607843
"532",0.312764705882353
"533",0.854901960784314
"534",0.686318431372549
"535",0.740196078431373
"536",0.748196078431372
"537",0.0931733333333333
"538",0.623490196078431
"539",0.627898039215686
"540",0.803921568627451
"541",0.352941176470588
"542",0.32156862745098
"543",0.286352941176471
"544",0.395453333333333
"545",0.243137254901961
"546",0.698039215686274
"547",0.370105882352941
"548",0.253623529411765
"549",0.776470588235294
"550",0.282352941176471
"551",0.941176470588235
"552",0.800039215686275
"553",0.0855098039215686
"554",0.592117647058824
"555",0.765730196078431
"556",0.164705882352941
"557",0.495156862745098
"558",0.200708235294118
"559",0.818705882352941
"560",0.632610196078431
"561",0.823035294117647
"562",0.792662745098039
"563",0.312436078431372
"564",0.945098039215686
"565",0.788235294117647
"566",0.933333333333333
"567",0.805133333333333
"568",0.175349019607843
"569",0.729411764705882
"570",0.745098039215686
"571",0.756862745098039
"572",0.203921568627451
"573",0.611776470588235
"574",0.768627450980392
"575",0.705313725490196
"576",0.671137254901961
"577",0.565588235294118
"578",0.804161568627451
"579",0.782235294117647
"580",0.251239215686274
"581",0.344036078431373
"582",0.788235294117647
"583",0.439169411764706
"584",0.333333333333333
"585",0.38043137254902
"586",0.370043921568627
"587",0.420117647058824
"588",0.919607843137255
"589",0.915247058823529
"590",0.545898039215686
"591",0.398930196078431
"592",0.207603137254902
"593",0.501960784313725
"594",0.843137254901961
"595",0.766705882352941
"596",0.297243137254902
"597",0.850980392156863
"598",0.490121568627451
"599",0.287450980392157
"600",0.240588235294118
"601",0.768506666666667
"602",0.277577254901961
"603",0.684705882352941
"604",0.611764705882353
"605",0.650356078431373
"606",0.152039215686275
"607",0.686274509803922
"608",0.776860392156863
"609",0.307996078431373
"610",0.635294117647059
"611",0.788892549019608
"612",0.865098039215686
"613",0.704378039215686
"614",0.465600784313726
"615",0.524529411764706
"616",0.646980392156863
"617",0.633276078431372
"618",0.647058823529412
"619",0.737254901960784
"620",0.945098039215686
"621",0.804776470588235
"622",0.654129411764706
"623",0.702
"624",0.52556862745098
"625",0.909882352941176
"626",0.312647058823529
"627",1
"628",0.350445490196078
"629",0.373509803921569
"630",0.761767843137255
"631",0.687394509803922
"632",0.585710588235294
"633",0.882352941176471
"634",0.708823529411765
"635",0.801960784313726
"636",0.803921568627451
"637",0.662470588235294
"638",0.826407058823529
"639",0.941176470588235
"640",0.301960784313725
"641",0.607843137254902
"642",0.768627450980392
"643",0.568992156862745
"644",0.785305882352941
"645",0.729407058823529
"646",0.449372549019608
"647",0.886274509803922
"648",0.796078431372549
"649",0.992156862745098
"650",0.87843137254902
"651",0.503367843137255
"652",0.370720784313725
"653",0.850980392156863
"654",0.690392156862745
"655",0.352286274509804
"656",0.810764705882353
"657",0.685145882352941
"658",0.141647058823529
"659",0.350639215686274
"660",0.186494117647059
"661",0.376552941176471
"662",0.77473568627451
"663",0.83921568627451
"664",0.522317647058824
"665",0.227607843137255
"666",0.748980392156863
"667",0.482706666666667
"668",0.745098039215686
"669",0.680203137254902
"670",0.831529411764706
"671",0.439687843137255
"672",0.882352941176471
"673",0.250159215686274
"674",0.815686274509804
"675",0.798509803921569
"676",0.23921568627451
"677",0.698078431372549
"678",0.541527058823529
"679",0.309764705882353
"680",0.337176470588235
"681",0.393314509803922
"682",0.436941176470588
"683",0.127450980392157
"684",0.927921568627451
"685",0.466723137254902
"686",0.976470588235294
"687",0.96078431372549
"688",0.905002352941176
"689",0.964705882352941
"690",0.917647058823529
"691",0.674509803921569
"692",0.664666666666667
"693",0.157453333333333
"694",0.850980392156863
"695",0.807365490196078
"696",0.556941176470588
"697",0.899467450980392
"698",0.471582745098039
"699",0.988235294117647
"700",0.689803921568627
"701",0.464330980392157
"702",0.656117647058823
"703",0.211764705882353
"704",0.870588235294118
"705",0.522196078431373
"706",0.831007843137255
"707",0.841176470588235
"708",0.850980392156863
"709",1
"710",0.81878431372549
"711",0.634254901960784
"712",0.362078431372549
"713",0.850980392156863
"714",0.215686274509804
"715",0.849665098039216
"716",0.541333333333333
"717",0.27843137254902
"718",0.869466666666667
"719",0.806682352941176
"720",0.917647058823529
"721",0.728164705882353
"722",0.173607843137255
"723",1
"724",0.91430431372549
"725",0.933256470588235
"726",0.922666666666667
"727",0.481176470588235
"728",0.70964705882353
"729",0.886274509803922
"730",0.945098039215686
"731",0.838509803921569
"732",0.863124705882353
"733",0.574682352941177
"734",0.458745098039216
"735",0.45356862745098
"736",0.425585882352941
"737",0.956862745098039
"738",0.735333333333333
"739",0.730901960784314
"740",0.752980392156863
"741",0.733772549019608
"742",0.313725490196078
"743",0.554862745098039
"744",0.176470588235294
"745",0.847058823529412
"746",0.655989019607843
"747",0.741176470588235
"748",0.609760784313726
"749",0.296752941176471
"750",0.792156862745098
"751",0.698356862745098
"752",0.491839215686274
"753",0.760549019607843
"754",0.212523921568627
"755",0.733980392156863
"756",0.83921568627451
"757",0.823529411764706
"758",0.694117647058824
"759",0.920686274509804
"760",0.215333333333333
"761",0.172588235294118
"762",0.399046274509804
"763",0.505882352941176
"764",0.968627450980392
"765",0.407843137254902
"766",0.874509803921569
"767",0.541176470588235
"768",0.870588235294118
"769",0.756862745098039
"770",0.565132549019608
"771",0.347958431372549
"772",0.746117647058824
"773",0.86478431372549
"774",0.658745882352941
"775",0.784274509803922
"776",0.776470588235294
"777",0.366
"778",0.282949019607843
"779",0.764705882352941
"780",0.661811764705882
"781",0.619607843137255
"782",0.766549019607843
"783",0.683465098039216
"784",0.850980392156863
"785",0.510690980392157
"786",0.27843137254902
"787",0.0313725490196078
"788",0.294958431372549
"789",0.339372549019608
"790",0.384549019607843
"791",0.240313725490196
"792",0.629407058823529
"793",0.945098039215686
"794",0.603960784313726
"795",0.380134117647059
"796",0.325960784313725
"797",0.758039215686275
"798",0.418733333333333
"799",0.270898039215686
"800",0.638725490196078
"801",0.195050980392157
"802",0.360921568627451
"803",0.835294117647059
"804",0.96078431372549
"805",0.247093333333333
"806",0.768627450980392
"807",0.964705882352941
"808",0.8
"809",0.231919215686274
"810",0.922860392156863
"811",0.664117647058823
"812",0.617254901960784
"813",0.307843137254902
"814",0.591921568627451
"815",0.8
"816",0.12156862745098
"817",0.578666666666667
"818",0.945098039215686
"819",0.395960784313726
"820",0.456779607843137
"821",0.561250980392157
"822",0.28921568627451
"823",0.447647058823529
"824",0.465159215686275
"825",0.348298823529412
"826",0.945098039215686
"827",0.613229803921569
"828",0.702789019607843
"829",0.768627450980392
"830",0.792156862745098
"831",0.933333333333333
"832",0.312301960784314
"833",0.482352941176471
"834",0.454834509803922
"835",0.914941176470588
"836",0.577921568627451
"837",0.481336470588235
"838",0.716901960784314
"839",0.220771764705882
"840",0.422705882352941
"841",0.337960784313726
"842",0.174161568627451
"843",0.917647058823529
"844",0.901960784313726
"845",0.936666666666667
"846",0.713725490196078
"847",0.234117647058824
"848",1
"849",0.827450980392157
"850",0.937388235294118
"851",0.498039215686275
"852",0.79678431372549
"853",0.819607843137255
"854",0.883352941176471
"855",0.945098039215686
"856",0.984313725490196
"857",0.415686274509804
"858",0.811764705882353
"859",0.686923921568627
"860",0.843137254901961
"861",0.68756862745098
"862",0.507404705882353
"863",0.619333333333333
"864",0.286174901960784
"865",0.698125490196078
"866",0.858823529411765
"867",0.929372549019608
"868",0.536333333333333
"869",0.482696470588235
"870",0.564039215686274
"871",0.941137254901961
"872",0.674525490196078
"873",0.313254901960784
"874",0.388952941176471
"875",0.874509803921569
"876",0.866666666666667
"877",0.24302431372549
"878",0.572267450980392
"879",0.282352941176471
"880",0.686274509803922
"881",0.968627450980392
"882",0.894117647058823
"883",0.586600784313726
"884",0.831372549019608
"885",0.561207843137255
"886",0.686274509803922
"887",0.862745098039216
"888",0.803921568627451
"889",0.533647058823529
"890",0.627909803921569
"891",0.450686274509804
"892",0.648141176470588
"893",0.668291764705882
"894",0.443176470588235
"895",0.415607843137255
"896",0.933333333333333
"897",0.819607843137255
"898",0.407843137254902
"899",0.243137254901961
"900",0.83921568627451
"901",0.345923921568627
"902",0.556862745098039
"903",0.961237647058824
"904",0.409223529411765
"905",0.517647058823529
"906",0.661915294117647
"907",0.811764705882353
"908",0.696078431372549
"909",0.807843137254902
"910",0.796078431372549
"911",0.431450980392157
"912",0.858823529411765
"913",0.668627450980392
"914",0.188235294117647
"915",0.266627450980392
"916",0.522352941176471
"917",0.847058823529412
"918",0.471290980392157
"919",0.494901960784314
"920",0.621058823529412
"921",0.856901960784314
"922",0.77727137254902
"923",0.859823529411765
"924",0.800564705882353
"925",0.898039215686275
"926",0.545098039215686
"927",0.376941176470588
"928",0.854901960784314
"929",0.564705882352941
"930",0.869592156862745
"931",0.58534431372549
"932",0.476282352941176
"933",0.798274509803922
"934",0.707273725490196
"935",0.819607843137255
"936",0.526666666666667
"937",0.600960784313725
"938",0.917647058823529
"939",0.227450980392157
"940",0.881767058823529
"941",0.843137254901961
"942",0.350945882352941
"943",0.628654901960784
"944",0.203316078431373
"945",0.606980392156863
"946",0.831372549019608
"947",0.831372549019608
"948",0.431412549019608
"949",0.256862745098039
"950",0.477394509803922
"951",0.827450980392157
"952",0.764705882352941
"953",0.781019607843137
"954",0.874509803921569
"955",0.924509803921569
"956",0.890196078431372
"957",0.686274509803922
"958",0.34283137254902
"959",0.297879215686275
"960",0.500117647058824
"961",0.863294117647059
"962",0.678654901960784
"963",0.0881960784313726
"964",0.207843137254902
"965",0.330101960784314
"966",0.172549019607843
"967",0.964254901960784
"968",0.956823529411765
"969",0.283810980392157
"970",0.595411764705882
"971",0.497508235294118
"972",0.337843137254902
"973",0.534537254901961
"974",0.309725490196078
"975",0.717647058823529
"976",0.729411764705882
"977",0.518263529411765
"978",0.23556862745098
"979",0.240207843137255
"980",0.831372549019608
"981",0.949019607843137
"982",0.621450980392157
"983",0.61961568627451
"984",0.567686274509804
"985",0.64
"986",0.854901960784314
"987",0.698941176470588
"988",0.433996078431373
"989",0.366529411764706
"990",0.764705882352941
"991",0.263617254901961
"992",0.882352941176471
"993",0.768627450980392
"994",0.457803921568627
"995",0.740611764705882
"996",0.501960784313725
"997",0.913725490196078
"998",0.498501960784314
"999",0.514843137254902
"1000",0.784836078431373
"1001",0.428644705882353
"1002",0.77756862745098
"1003",0.80433568627451
"1004",0.113725490196078
"1005",0.807843137254902
"1006",0.238470588235294
"1007",0.898039215686275
"1008",0.780392156862745
"1009",0.674509803921569
"1010",0.633512941176471
"1011",0.977137254901961
"1012",0.21281568627451
"1013",0.872
"1014",0.725490196078431
"1015",0.503642352941176
"1016",0.717843921568627
"1017",0.270588235294118
"1018",0.271738039215686
"1019",0.411505882352941
"1020",0.601411764705882
"1021",0.815757647058824
"1022",0.386235294117647
"1023",0.901960784313726
"1024",0.430145098039216
"1025",0.647876078431373
"1026",0.190823529411765
"1027",0.656992156862745
"1028",0.886274509803922
"1029",0.890274509803922
"1030",0.290219607843137
"1031",0.858823529411765
"1032",0.337254901960784
"1033",0.527980392156863
"1034",0.270588235294118
"1035",0.407686274509804
"1036",0.82621568627451
"1037",0.817674509803922
"1038",0.141489411764706
"1039",0.634694901960784
"1040",0.668705882352941
"1041",0.759733333333333
"1042",1
"1043",0.67843137254902
"1044",0.643137254901961
"1045",0.606803921568627
"1046",0.545870588235294
"1047",0.788235294117647
"1048",0.803921568627451
"1049",0.83156862745098
"1050",0.849098039215686
"1051",0.809785098039216
"1052",0.4
"1053",0.733372549019608
"1054",0.722705882352941
"1055",0.204678431372549
"1056",0.612395294117647
"1057",0.722941176470588
"1058",0.903921568627451
"1059",0.950394509803922
"1060",0.161367843137255
"1061",0.209549803921569
"1062",0.2
"1063",0.478043921568627
"1064",0.239254901960784
"1065",0.518419607843137
"1066",0.200196078431373
"1067",0.672032156862745
"1068",0.654941176470588
"1069",0.830078431372549
"1070",0.450980392156863
"1071",0.586274509803922
"1072",0.737019607843137
"1073",0.867960784313726
"1074",0.63921568627451
"1075",0.929411764705882
"1076",0.827450980392157
"1077",0.640392156862745
"1078",0.837647058823529
"1079",0.640078431372549
"1080",0.223137254901961
"1081",0.259509803921569
"1082",0.739749019607843
"1083",0.399650588235294
"1084",0.768627450980392
"1085",0.887924705882353
"1086",0.245886274509804
"1087",0.772549019607843
"1088",0.701960784313725
"1089",0.886274509803922
"1090",0.704387450980392
"1091",0.426329411764706
"1092",0.184313725490196
"1093",0.913725490196078
"1094",0.249098039215686
"1095",0.823529411764706
"1096",1
"1097",0.91121568627451
"1098",0.590901960784314
"1099",0.637414901960784
"1100",0.92156862745098
"1101",0.366447058823529
"1102",0.568627450980392
"1103",0.881725490196078
"1104",0.894117647058824
"1105",0.340809411764706
"1106",0.617227450980392
"1107",0.382235294117647
"1108",0.502603921568628
"1109",0.923137254901961
"1110",0.717007843137255
"1111",0.238862745098039
"1112",0.764705882352941
"1113",0.83821568627451
"1114",0.771463529411765
"1115",0.65318274509804
"1116",0.533918431372549
"1117",0.556901960784314
"1118",0.546862745098039
"1119",0.400020392156863
"1120",0.843137254901961
"1121",0.792156862745098
"1122",0.97088
"1123",0.38139137254902
"1124",0.646156862745098
"1125",0.556901960784314
"1126",0.348058823529412
"1127",0.582517647058824
"1128",1
"1129",0.0980392156862745
"1130",0.727372549019608
"1131",0.87843137254902
"1132",0.523023529411765
"1133",0.708282352941176
"1134",0.741176470588235
"1135",0.20878431372549
"1136",0.101960784313725
"1137",0.811764705882353
"1138",0.251607843137255
"1139",0.67678431372549
"1140",0.749019607843137
"1141",0.458019607843137
"1142",0.331490196078431
"1143",0.988235294117647
"1144",0.319098039215686
"1145",0.898039215686275
"1146",0.0707843137254902
"1147",0.800901960784314
"1148",0.618200784313726
"1149",0.430392156862745
"1150",0.570352941176471
"1151",0.509803921568627
"1152",0.154274509803922
"1153",0.0479129411764706
"1154",0.854901960784314
"1155",0.669747450980392
"1156",0.372905882352941
"1157",0.247058823529412
"1158",0.882352941176471
"1159",0.397098039215686
"1160",0.467843137254902
"1161",0.579752156862745
"1162",0.705882352941177
"1163",0.446666666666667
"1164",0.164705882352941
"1165",0.275124705882353
"1166",0.239294117647059
"1167",0.878980392156863
"1168",0.866666666666667
"1169",0.418509803921569
"1170",0.556862745098039
"1171",0.411764705882353
"1172",0.831372549019608
"1173",0.768627450980392
"1174",0.896892549019608
"1175",0.815686274509804
"1176",0.764705882352941
"1177",0.254901960784314
"1178",0.662080784313726
"1179",0.409447058823529
"1180",0.531843137254902
"1181",0.325733333333333
"1182",0.437850980392157
"1183",0.442956862745098
"1184",0.352941176470588
"1185",0.945098039215686
"1186",1
"1187",0.99664
"1188",0.460909803921569
"1189",0.748210196078431
"1190",0.664789019607843
"1191",0.643830588235294
"1192",0.619607843137255
"1193",0.709490196078431
"1194",0.152941176470588
"1195",0.733333333333333
"1196",1
"1197",0.907058823529412
"1198",0.0588235294117647
"1199",0.394593725490196
"1200",0.819058823529412
"1201",0.803921568627451
"1202",0.629572549019608
"1203",0.568627450980392
"1204",0.274509803921569
"1205",0.676274509803922
"1206",0.662745098039216
"1207",0.582039215686274
"1208",0.134145882352941
"1209",0.835294117647059
"1210",0.325882352941177
"1211",0.493654117647059
"1212",0.76478431372549
"1213",0.707565490196078
"1214",0.531843137254902
"1215",0.350019607843137
"1216",0.920207058823529
"1217",0.783313725490196
"1218",0.276470588235294
"1219",0.43721568627451
"1220",0.656956862745098
"1221",0.72156862745098
"1222",0.655686274509804
"1223",0.155036862745098
"1224",0.215843137254902
"1225",0.780392156862745
"1226",0.436901960784314
"1227",0.173058823529412
"1228",0.207843137254902
"1229",0.154454901960784
"1230",0.745098039215686
"1231",0.918926274509804
"1232",0.295269019607843
"1233",0.823529411764706
"1234",0.518156862745098
"1235",0.905882352941176
"1236",0.521075294117647
"1237",0.929411764705882
"1238",0.780392156862745
"1239",0.986639215686274
"1240",0.519065098039216
"1241",0.170588235294118
"1242",0.520487843137255
"1243",0.886274509803922
"1244",0.772549019607843
"1245",0.592156862745098
"1246",0.819607843137255
"1247",0.554901960784314
"1248",0.784313725490196
"1249",0.165529411764706
"1250",0.882352941176471
"1251",0.411764705882353
"1252",0.952941176470588
"1253",0.17
"1254",0.67843137254902
"1255",0.671552156862745
"1256",0.939422745098039
"1257",0.556862745098039
"1258",0.751058823529412
"1259",0.949019607843137
"1260",0.96078431372549
